2019-09-10 09:58:31,b'RT @EFLC_PE: Awesome effort from these @ebbwfawr year 7 pupils in the bleep test. Top scorers!!!  #topperfomers #topsathletes #msft https:/\xe2\x80\xa6',404
2019-09-10 09:58:01,b'RT @EFLC_PE: Best in the Bleep!! Highest scorers in this mornings @ebbwfawr Yr7 PE group! #topperfomers #topsathletes #msft https://t.co/cm\xe2\x80\xa6',404
2019-09-10 09:57:40,b'Best in the Bleep!! Highest scorers in this mornings @ebbwfawr Yr7 PE group! #topperfomers #topsathletes #msft https://t.co/cmIOkoY7rL',858
2019-09-10 09:57:07,b'Awesome effort from these @ebbwfawr year 7 pupils in the bleep test. Top scorers!!!  #topperfomers #topsathletes\xe2\x80\xa6 https://t.co/aQBN2bW5XX',858
2019-09-10 09:45:01,b'Latest watch list:\n#BLD\n#LHX\n#MSFT\n#DIS',43
2019-09-10 09:00:00,"b'For some of us #MSFT fan-ployees, absence does make the heart grow fonder. Good to see you Clippy!!! https://t.co/0NaqImx0l2'",154
2019-09-10 08:56:09,b'Microsoft Rolls Out Automated Office 365 Incident Response Tools https://t.co/sLNXsMcICQ #office365 #cybersecurity\xe2\x80\xa6 https://t.co/pRKPns2MlN',22631
2019-09-10 06:21:38,b'RT @magrom: What a brilliant piece of work - Microsoft the Musical - made by Microsoft employees ro show how your dreams become true #msft\xe2\x80\xa6',47
2019-09-10 06:10:45,b'#msft interns https://t.co/SK0FpUpUtj.  #micdrop',609
2019-09-10 05:28:34,b'$MSFT SHORT TARGETING 130  - #MSFT TradingView https://t.co/hGjhh4zeSC',494
2019-09-09 23:50:02,b'Microsoft to Release New Windows 10 Cumulative Updates https://t.co/iAZzSd2aNM\n#Microsoft #MicrosoftWindows\xe2\x80\xa6 https://t.co/3HXTx9WcD5',668
2019-09-09 23:45:03,b'Microsoft Focused On Launching Ori Sequel Exclusively On Xbox One And PC - Nintendo Life https://t.co/9DpVe4XziZ\xe2\x80\xa6 https://t.co/8DgEXVqGuX',336
2019-09-09 23:07:06,"b'For some of us #MSFT fan-ployees, absence does make the heart grow fonder. Good to see you Clippy! https://t.co/vsGuYTOcCy #MSFTAdvocate'",221
2019-09-09 22:40:14,b'Court rules startup may collect data from LinkedIn profiles $MSFT #MSFT #Technology #Lawsuits #Legalproceedings https://t.co/At2zRx83Ay',6393
2019-09-09 21:45:05,b'Microsoft Focused On Launching Ori Sequel Exclusively On Xbox One And PC - Nintendo Life https://t.co/gc5Wr52Pxu\xe2\x80\xa6 https://t.co/uPiSY7GgVI',668
2019-09-09 21:45:05,b'Microsoft to Release New Windows 10 Cumulative Updates https://t.co/dCPd5F83fS\n#Microsoft #MicrosoftWindows\xe2\x80\xa6 https://t.co/ej4JXsOPoB',336
